,title,authors,publisher,published_date,description,ISBN13,categories,google_rating,google_ratings_count,book_cover_url,language
58,In the Name of Love,['Ann Rule'],Simon and Schuster,1998-01-01,"A collection of true crime cases includes the case of Jerry Harris, a self-made millionaire whose disappearance prompted his wife's eight-year search for answers",9780671793562,['Literary Criticism'],4,1,http://books.google.com/books/content?id=zb8Bqft2wuQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
59,The Rule of Four,"['Ian Caldwell', 'Dustin Thomason']",Dell Publishing Company,2005,"Trying to decipher an ancient text that weaves a mathematical labyrinth within a love story, two researchers obtain a diary that may contain the key to the code, but when a fellow researcher is killed, they realize that the book contains a dangerous secret.",9780440241355,['Fiction'],3,82,http://books.google.com/books/content?id=KAtITktUHaYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
60,Real Rule of Four,['Joscelyn Godwin'],Disinformation Books,2004-11-30,"Discusses the historical and intellectual background of the novel ""The Rule of Four,"" examining the 1499 Renaissance text that forms the central theme of the novel.",9781932857085,['History'],3.5,2,http://books.google.com/books/content?id=X2-fil65OT4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
61,Time For Kids: Butterflies!,['Editors of TIME For Kids'],Harper Collins,2006-02-21,"Butterflies There are 20,000 different kinds of butterflies in the world. Many have brightly colored wings. But butterflies don't start life as beauties. Every butterfly begins as a tiny egg that hatches into a caterpillar. Then an amazing change takes place. The caterpillar turns into a fluttering butterfly!",9780060782139,['Juvenile Nonfiction'],4.0,2,http://books.google.com/books/content?id=OdZxnI53jj4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
62,Macbeth,['William Shakespeare'],"Oxford University Press, USA",2004,"Critical and historical notes accompany Shakespeare's drama of murder, political ambition, and the persistence of guilt.",9780198321460,['Juvenile Nonfiction'],5.0,1,http://books.google.com/books/content?id=Accmh8KVG4gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
63,Frankenstein Makes a Sandwich,['Adam Rex'],Houghton Mifflin Harcourt,2006,"Stories in verse about the monster-sized problems Dracula, Wolfman, Bigfoot and other monsters have.",9780152057664,['Juvenile Nonfiction'],4.0,31,http://books.google.com/books/content?id=OUJaTc8S874C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
64,Frankenstein,['Mary Shelley'],Simon and Schuster,2004-05,Presents the story of Dr. Frankenstein and his obsessive experiment that leads to the creation of a monstrous and deadly creature.,9780743487580,['Fiction'],4,22,http://books.google.com/books/content?id=UL6Cwv2Z1iQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
65,Frankenstein,"['Mary Wollstonecraft Shelley', 'J. Paul Hunter']",W. W. Norton,1996,"Presents the novel with annotations, related writings, and nineteenth- and twentieth-century criticism",9780393964585,['Fiction'],5,1,http://books.google.com/books/content?id=3hmSQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
66,To the Lighthouse,['Virginia Woolf'],Houghton Mifflin Harcourt,1981,An English family's complex lives are followed and picked up again after a ten year hiatus in order to explore the effects of time,9780156907392,['Fiction'],3.5,4,http://books.google.com/books/content?id=ng0Tg0FhRggC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
67,The Diary of Virginia Woolf,['Virginia Woolf'],Harvest Books,1985-09,"Virginia Woolf was fifty-four on January 25, 1936, some three weeks after this final volume of her diary opens. Its last page was written four days before she drowned herself on March 28, 1941. Edited by Anne Olivier Bell, assisted by Andrew McNeillie; Index; maps.",9780156260404,['Biography & Autobiography'],4.0,1,http://books.google.com/books/content?id=wy2ODAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
68,The Diary of Virginia Woolf: 1925-1930,['Virginia Woolf'],Mariner Books,1981-09-14,"An account of Woolf's life during the period in which To the Lighthouse and The Waves were written. ""Her steel-trap mind and elegant prose...make this a most valuable and pleasurable book"" (Publishers Weekly). ""Volume three is as witty and intelligent as its predecessors"" (Atlantic Monthly). Edited by Anne Olivier Bell, assisted by Andrew McNeillie; Index.",9780156260381,['Biography & Autobiography'],4.5,2,http://books.google.com/books/content?id=6q4nAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
69,A Room of One's Own,['Virginia Woolf'],Penguin UK,2002-02-28,"This story grew out of a lecture that Virginia Woolf had been invited to give at Girton College, Cambridge in 1928. It ranges over Jane Austen and Charlotte Bronte, the silent fate of Shakespeare's gifted and imaginary sister, and over the effects of poverty and chastity on female creativity.",9780141183534,['Fiction'],4.0,2,http://books.google.com/books/content?id=cUrKjq3qPX0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
70,Sammlung,['Christopher Marlowe'],Penguin Classics,2003-11-27,"Accompanied by a critical introduction, a biographical chronology, incisive commentary, and a glossary, this definitive dramatic collection features all seven of the plays written by Christopher Marlowe--including Dido, Queen of Carthage, The Jew of Malta, Doctor Faustus, and The Massacre at Paris. Reprint.",9780140436334,['Drama'],4.0,1,http://books.google.com/books/content?id=dXhSV_GrzRQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
71,Doctor Faustus and Other Plays,"['Christopher Marlowe', 'David M. Bevington', 'Eric Rasmussen']","Oxford University Press, USA",1998,"Christopher Marlowe (1564-1593), a man of extreme passions and a playwright of immense talent, is the most important of Shakespeare's contemporaries. This edition offers his five major plays, which show the radicalism and vitality of his writing in the few years before his violent death. Tamburlaine Part One and Part Two deal with the rise to world prominence of the great Scythian shepherd-robber; The Jew of Malta is a drama of villainy and revenge; Edward II was to influence Shakespeare's Richard II. Doctor Faustus, perhaps the first drama taken from the medieval legend of a man who sells his soul to the devil, is here in both its A- and its B- text, showing the enormous and fascinating differences between the two. Under the General Editorship of Dr. Michael Cordner of the University of York, the texts of the plays have been newly edited and are presented with modernized spelling and punctuation. In addition, there is a scholarly introduction and detailed annotation.",9780192834454,['Drama'],5,1,http://books.google.com/books/content?id=Sh6zVn1-5vkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
72,Cyrano de Bergerac,['Edmond Rostand'],Bantam Classics,1981,"Cyrano is a wonderful poet who feels ugly due to his huge nose, but when he agrees to help a friend woo a woman, she falls in love with the poetry and the poet.",9780553213607,['Drama'],5.0,2,http://books.google.com/books/content?id=oG8wRZpfP9MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
73,A Break with Charity,['Ann Rinaldi'],Lippincott Williams & Wilkins,2003,"While waiting for a church meeting in 1706, Susanna English, daughter of a wealthy Salem merchant, recalls the malice, fear, and accusations of witchcraft that tore her village apart in 1692. Reissue. 30,000 first printing.",9780152046828,['Juvenile Fiction'],4.0,17,http://books.google.com/books/content?id=fffsNyCmuQUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
74,A Break with Charity,['Ann Rinaldi'],Turtleback Books,1994,"While waiting for a church meeting in 1706, Susanna English, daughter of a wealthy Salem merchant, recalls the malice, fear, and accusations of witchcraft that tore her village apart in 1692.",9780785735489,['Juvenile Fiction'],4,12,http://books.google.com/books/content?id=Kd3ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
75,The Cay,['Theodore Taylor'],Laurel Leaf,2003-04-01,"Follows the adventures, joys, and heartaches of a privileged and prejudiced Dutch boy stranded on a remote tropical island with a kindly and wise West Indian, following an enemy attack on a boat leaving Curacao.",9780440229124,['Juvenile Fiction'],4,7,http://books.google.com/books/content?id=DSPp9BTIMqIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
76,The Queen of Whale Cay,['Kate Summerscale'],Penguin Group USA,1999,"A biography of Marion ""Joe"" Carstairs, the fastest female speedboat racer of the 'twenties, describes her life as a wealthy and eccentric lesbian and unofficial ruler on a Caribbean island",9780140276138,['Biography & Autobiography'],3.5,5,http://books.google.com/books/content?id=WY9tAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
77,Everest,"['Broughton Coburn', 'Tim Cahill', 'David Breashears']",National Geographic,2003-04-01,Photographs and firsthand accounts chronicle the 1996 Everest expedition that claimed eight lives.,9780792269847,['Nature'],4,2,http://books.google.com/books/content?id=tmSJOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
78,The Summit,['Gordon Korman'],Scholastic Inc.,2002,"As Tilt, Perry, Sammi, and Dominic prepare to ascend Mt. Everest, they must deal with low supplies, high altitude, dangerous terrain, government officials, sabotage, and an approaching storm.",9780439411370,['Juvenile Fiction'],5,5,http://books.google.com/books/content?id=6VlnCfVs_WsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
79,Touching the Void,['Joe Simpson'],Harper Collins,2004-02-03,"Joe Simpson and his climbing partner, Simon Yates, had just reached the top of a 21,000-foot peak in the Andes when disaster struck. Simpson plunged off the vertical face of an ice ledge, breaking his leg. In the hours that followed, darkness fell and a blizzard raged as Yates tried to lower his friend to safety. Finally, Yates was forced to cut the rope, moments before he would have been pulled to his own death. The next three days were an impossibly grueling ordeal for both men. Yates, certain that Simpson was dead, returned to base camp consumed with grief and guilt over abandoning him. Miraculously, Simpson had survived the fall, but crippled, starving, and severely frostbitten was trapped in a deep crevasse. Summoning vast reserves of physical and spiritual strength, Simpson crawled over the cliffs and canyons of the Andes, reaching base camp hours before Yates had planned to leave. How both men overcame the torments of those harrowing days is an epic tale of fear, suffering, and survival, and a poignant testament to unshakable courage and friendship.",9780060730550,['Sports & Recreation'],4.0,30,http://books.google.com/books/content?id=X_Z9aSqA4lAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
80,The Mercy of Thin Air,['Ronlyn Domingue'],Simon and Schuster,2006-06-20,"Dying in a tragic accident while in the throes of a wonderful love affair with Andrew, Razi Nolan of 1920s New Orleans chooses to become a ghost and haunts the house of a young couple, to whom she reveals the mystery of her life and love. A first novel. Reprint. 100,000 first printing.",9780743278829,['Fiction'],4.0,28,http://books.google.com/books/content?id=PCUO2OXOhn0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
